address,verdict,realized_pnl,unrealized_pnl,avg_hold,rug_pct,multi_x_wins,reason,date_vetted
12XSLP3i2th15gGGWJ7A82JXoeQb5gaA6T2gDZgAKzQ8,REJECT,-$35.89,-$186.4K,3d,93.37%,0,Negative realized; -$186K unrealized bag of unsold dust; 4.25% win rate,2026-06-22
7xVEAo8m7Md3fiywzinKFzxrC1GjHJackXFo46nxbCTD,REJECT,+$77.12K,-$76.64K,7d,100%,0,No multi-x wins; unrealized loss cancels realized gain (Total +$485); 16.66% win rate,2026-06-22
AgLBMJv6pXZkwRu7mKHTE6tAXPPxcVzwR3VWs4PfZhXJ,REJECT,+$1.29K,+$4.41K,12d,0%,0,"Only 2 tokens, no multi-x wins, 12d holds; concentrated holder not fast-flip style",2026-06-22
AyC5aMKf4F3TYypirhCiERj8HRj7M3wTuP52hjyCPLJu,REJECT,+$37.88K,+$1.29M,2mo,99.83%,3 (>100%),Paper gain from 1 unsold position (SPCX); 2mo holds; 684 buys/13 sells accumulator,2026-06-22
3SghYC2mup7CkkzWP4R6eKYj1fkeNYLgGWtfiA1d3eFj,REJECT,+$21.9K,-$173.48K,13d,87.5%,5 (>100%),Bag-holder: -$173K unrealized dwarfs +$21.9K realized; 13d holds,2026-06-22
AkNaQg5ekjx1RN1y1rApi7kVyrT9f6qeEUuzDbKtv363,REJECT,-$0.44,-$35.6,17d,99.69%,0,"Negative realized; 17d holds; 329 buys/5 sells accumulator, never exits",2026-06-22
7xosfqoL42vGrUqgEizoYTXziFMFVUQ318VFHWzESgRp,REJECT,-$0.31,-$35.05,18d,99.68%,0,Negative realized; 18d holds; 316 buys/3 sells accumulator dust-farmer,2026-06-22
4m2h5A2hfieCpnTkGcpWoq9tJbTMuswUMPPz2FLqKfGS,REJECT,-$676.61K,+$37.61,4h,97.47%,0,"HFT/MM bot: -$677K realized, 202K txns, 2.4% win rate, $7.5M churn",2026-06-22
D21Z4MdKo4r6nwiFwTu5LiQRp2w4yAUdyYuBbrUHRGCz,REJECT,+$161.27K,-$680.27K,1mo,99.75%,"26 (>100%), 11 (>500%)",Bag-holder: -$680K unrealized dwarfs +$161K realized; 1mo holds,2026-06-22
DqRzdtSa9nYwqzndTMhLHw9uq34manhnoRcXdj7TuWb4,REJECT,+$160.75K,-$1.79M,3mo,100%,"31 (>100%), 16 (>500%)",Bag-holder: -$1.79M unrealized dwarfs +$161K realized; 3mo holds,2026-06-22
JCUFuR4UtaSRHcsNAiekTwdE1HRxxUZN6buJNnj32dpZ,REJECT,-$7.36K,+$1.35M,30d,71.76%,0 realized,Negative realized; +$1.35M is unbanked paper gain from 1 unsold position (Jotchua); 30d holds,2026-06-22
76YMoAZWFJnVsMjDbTnRujaro98kUYUBnadHC7STreLf,REJECT,-$173.5K,-$32.51,6d,100%,0,"Negative realized -$173.5K; $7.8M two-sided churn, 0 multi-x wins, losing bot",2026-06-22
B9aZH4is2gpNAoCahWfz8rBdRjzjMQNrCLYr37tV3Xi3,REJECT,-$526.4,-$2.17K,2mo,57.75%,11 (>100%),"Negative realized; 2mo holds; 6K-txn two-sided churner, 24% win rate",2026-06-22
BeyJuk9dX6FisPCyniDaKxDtHqtpRc2Mn5ZYaaxY5gir,KEEP,+$88.68K,-$0,5m,98.11%,"17 (>100%), 3 (>500%)","IDEAL: +$88.68K all banked, no bag, 5m holds, 98% instant-sell, 17 multi-x wins, 100% WR",2026-06-22
FE2mgimB4e3bcV1krNXAJztFdT8QHKEhE8VY2GwAKATw,REJECT,+$125.45K,+$143.65K,5h,13.33%,0,"Strong banked + short holds but 0 multi-x wins; large-size bluechip scalper, not fresh-mint multi-x style",2026-06-22
8UfVkyuAtnh5nwmvwDdjYznpzV6kSrVJcVN4Hx2z8GiX,REJECT,+$65.45K,-$64.52K,13d,30.38%,2 (>100%),Unrealized loss cancels realized (Total +$937); 10.5K-txn bluechip churner; 13d holds; only 2 multi-x,2026-06-22
2Bev4H43NeBuo4wzXS1PYfKSSmEo1TL576Bvd2iPfXDh,REJECT,-$7.33K,-$3.53K,2mo,98.24%,0,"Negative realized -$7.33K; 2mo holds; 9% win rate, 0 multi-x wins",2026-06-22
3EQ84HbDgx7WBuk85yXJ97x4B7K22sH3AMcZ2iGxMo9J,REJECT,-$6.69K,+$156.6K,2mo,8.1%,0,"Negative realized; gain is unrealized; tokenized-stock/stablecoin trader; 2mo holds, 0 multi-x",2026-06-22
9PX1Zki6r3VUzxKmkepb7AWi6m25Thad1i7sdrFi8MbS,REJECT,-$52.15K,-$44.6,7d,100%,0,"Negative realized -$52K; $5M two-sided churn, 20% win rate, 0 multi-x, losing bot",2026-06-22
4kDySta6dogdVxH4JrEKpLvckHLnLkVk8Ts3LMX5GzDK,REJECT,-$391.77,-$11.72K,1d,0%,0,Negative realized; midcap meme churner net-negative; 0 multi-x wins,2026-06-22
HsdFZozMrA4u8CYvUbVqQbf6Lu66FnwCEFfahcqhUxx7,REJECT,+$1.21K,-$575.47,8d,100%,0,"Only 1 token, tiny $4.6K sample, 0 multi-x wins; insufficient track record",2026-06-22
24PFmgULyneucpaRjkMQwSUK8fRY9dFfEG7aAfCPhuCu,REJECT,+$687.64,-$119.48K,19d,0%,0,"Near-zero realized; -$119K unrealized bag (HYPE); 19d holds; bluechip, 0 multi-x",2026-06-22
43Ynwqa1qpRfTfaRtmxqXNNLgvZTZiCcJ9iB3R61Ja6s,KEEP,+$8.92M,-$872.49K,19d,100%,"259 (227 >100%, 32 >500%)","Elite: +$8.92M banked dwarfs -$872K unrealized; 259 multi-x wins, 93.7% WR; proven exit skill (sold $13.3M)",2026-06-22
yHCxHBEaJW5tbndqC8JciSThr7U1cqLpdcsvHcx6PRe,KEEP,+$163.34K,+$274.28K,8d,93.57%,"181 (172 >100%, 9 >500%)","Ideal: +$163K banked, unrealized positive (no bag), 8d holds, 181 multi-x wins, 89.7% WR, 61% instant-sell",2026-06-22
CWjwDW9GPxTP94QR2xt5zXU2a2TiyUuJTAsxJ4YvpwW2,REJECT,-$4.22K,-$3.61K,1d,36.64%,0,"Negative realized; 10.5K-txn two-sided churner; 0 multi-x wins, 30% win rate",2026-06-22
BZSRVc1GyQzKA4n9dPV1e8b95JK7Tid5eWuN2ecFEEXh,REJECT,-$5.98K,-$7.48K,2mo,97.36%,0,"Negative realized; 2mo holds; 9.85% win rate; 14K-sell churner, 0 multi-x",2026-06-22
A92TkarSz6pQvYQKwPo69pq6qQdEVmtxJ3fgc2xin5h6,REJECT,+$17.27K,-$613.73K,1d,100%,1 (>100%),"Bag-holder: -$614K unrealized dwarfs +$17K realized; 80 buys/4 sells, barely exits",2026-06-22
E6ny3NrW6hEb99qdJLxyaDAuQDSS2Cm2veFJht4jPscg,REJECT,-$2.39K,-$10.94K,2mo,98.29%,0,"Negative realized; 2mo holds; 10.95% win rate, 0 multi-x wins",2026-06-22
CsK2PCxJ3vydVaKu8yiQyWkMGGFwvth7rTmftU57EXSf,REJECT,+$83.45K,-$755.11K,14h,96.38%,3 (>100%),"Bag-holder: -$755K unrealized dwarfs +$83K realized; 84 buys/11 sells, huge unsold bag",2026-06-22
EiS6a9hjFNZPPXqXaUd8pGnL3ZBnHs8uNKibVRWhBeT6,REJECT,+$57K,-$87.97K,1d,80.43%,0,"Unrealized loss -$88K exceeds +$57K realized (Total -$31K); 0 multi-x wins, dust-spam positions",2026-06-22
8KYMfXzpbB6atKguR1q3rK8wFX72fjWMknGMXDhHnLrg,REJECT,+$16.95K,-$35.39K,1mo,78.04%,5 (>100%),"Unrealized loss -$35K exceeds +$17K realized (Total -$18K); 1mo holds, bag-holder",2026-06-22
AD2Do5Qah56KELghcNR6nQMro5cS4TmUfHY9jMEnRNme,REJECT,+$56.3K,-$382.86K,2mo,4.16%,0,"Bag-holder: -$383K unrealized dwarfs +$56K realized; 2mo holds; LST/SOL staking trader, 0 multi-x",2026-06-22
BjXj2ugqWhZ5FwxnuZ2gbcM7r2yniAJsCVBgBvDWzpmi,REJECT,-$2.08K,-$9.21K,2mo,98.24%,0,"Negative realized; 2mo holds; 12% win rate, 0 multi-x wins",2026-06-22
JCw2bP2zxW7LLq3nzefuNnQCezF1J7Xobx4ofnaMUzcE,REJECT,+$2.02K,-$1.78K,1d,31.39%,5 (>100%),"Marginal: realized +$2K barely exceeds -$1.78K unrealized (Total +$249); tiny $12K dust-trade sample, thin edge",2026-06-22
43GqExcNbEb8tvHWBfzPuL97dwxVpo4XyCPnb59GJhdD,REJECT,-$7.39K,+$98.04K,1mo,87.5%,2 (>100%),"Negative realized; +$98K is unbanked paper gain from 1 unsold position (HAIR); 1mo holds, 12% WR",2026-06-22
7Kf94rsxSSEef3JHoCRzKifmxkNMVWhjw7fpUBfWRh8v,REJECT,-$896.02,+$161.65K,1d,0%,0,Negative realized; +$161K is unbanked paper gain from 1 unsold position (ZERO); near-zero banked,2026-06-22
AGWFP3vwujS1ArGa6XAyaRtgxHaekzffwsn3ZQJb4uYw,REJECT,+$10.81K,-$171.78K,1mo,4.76%,0,"Bag-holder: -$172K unrealized dwarfs +$11K realized; 1mo holds; BTC/LST/stablecoin trader, 0 multi-x",2026-06-22
HPZPTbCwN3mRFKCEtcgtGzCCAUpzFzJ4EVdpiqSz7Yic,REJECT,+$59.23K,+$3.12M,9mo,8.69%,0,"9mo holds; +$3.1M is unbanked HYPE/ZEC paper; bluechip swing trader, 0 multi-x; modest realized vs $89M vol",2026-06-22
4MpfoNtAUAAESaQyKq1mwPzdWQ9WHzF8CGmUKT1bPZCA,REJECT,+$18.68K,-$23.98K,13h,96.96%,"4 (3 >100%, 1 >500%)",Unrealized loss -$24K exceeds +$18.7K realized (Total -$5.3K); bag bigger than banked profit,2026-06-22
MGSg73WbcdFNsNYHQqRhXkSfqRSGiZ9pEFn1PF1GQEt,REJECT,-$6.28K,-$6.75K,2mo,96.89%,1 (>100%),"Negative realized; 2mo holds; 9.87% win rate, single-token sell-churner",2026-06-22
8v2yUb6G1pAUon1gVxnKtCrL6Xi3VpBDc7ceRYEEX1Kb,REJECT,+$891.55K,-$890.54K,2mo,99.86%,"134 (115 >100%, 19 >500%)",Unrealized loss -$891K cancels +$892K realized (Total +$1K); 2mo holds = bag-holder despite multi-x,2026-06-22
CAi4Dxk66CnL2ND19yCTnHmQPusTWH9pjwb7oUYRQijo,REJECT,-$366.97K,-$6.5M,2mo,24.24%,0,"Negative realized -$367K; -$6.5M unrealized bag (GOAT/KMNO); 2mo holds, whale bluechip/LST trader, 0 multi-x",2026-06-22
FPjx1P5RUwKGESWoksupbNexMiCzwsYhazoN268kpBvt,REJECT,-$1.33K,-$27.58K,22d,7.69%,0,"Negative realized; 22d holds; stablecoin/LST yield trader, 0 multi-x wins",2026-06-22
31o3cjq1yr2ssTrAvXHEGa5MUPbViDQChocmwoL8ptWc,REJECT,-$1.77M,+$2.84M,2mo,0%,"0 (0>500%, 0>100%)","Negative realized -$1.77M; Total +$1.07M only from unrealized paper bags; 2mo holds + 20K/25K txns = MM/whale bot, wrong style",2026-06-22
DFUc5Cj17B2d2RE1LbquQY2dcp8CEYdmoBc6LNz6HEkN,KEEP,+$3.15K,+$5.82K,1d,89.1%,"16 (2>500%, 14>100%)","Fast-exit fresh-mint profile: +$3.15K realized banked, unrealized positive (no bag), 1d holds, 75% instant-sell, 16 multi-x wins, 89% rug = ideal strategy match",2026-06-22
BR3vXHJx6b1WLkiAyk3Qs8DW4AGWdS5nRTk8vYDKi5ty,REJECT,-$623.84,-$11.41K,2mo,97.22%,"0 (0>500%, 0>100%)","Negative realized -$624; -$11.41K unrealized bag (Total -$12K); 2mo holds; 0 multi-x = bag-holder, wrong style",2026-06-22
6ghvV1WrbSii7x1WH9ubhbrEispGMWkaNwajzwyYN1TH,REJECT,+$50.16K,-$227.65K,25d,99.07%,"14 (3>500%, 11>100%)",Bag-holder: -$227.65K unrealized dwarfs +$50.16K realized (Total -$177K); 25d holds = wrong style despite multi-x wins,2026-06-22
DrAR2ZNC5KYZps7NJyYHfzeZTaqbMUaGM3CBUWfpbCUs,REJECT,-$13.61K,-$2.01M,1mo,33.33%,"0 (0>500%, 0>100%)","Negative realized -$13.6K; -$2.01M unrealized bag (Total -$2.02M); 1mo holds; 0 multi-x = bag-holder whale, wrong style",2026-06-22
9vsykra2NWHJbPasDStpoPfEvrFSrAATrwtM2me6Upu4,REJECT,-$261.64K,-$1.31K,1d,80.43%,"0 (0>500%, 0>100%)","Heavily negative realized -$261.64K despite 1d holds; 0 multi-x wins = no exit edge, losing trader",2026-06-22
6e7JGdVmnAFGuNj7myWk4rY6JVCcXYrJXTvsdWNeoUpC,REJECT,+$1K,-$1.68K,1d,90.12%,"10 (0>500%, 10>100%)",Near-zero realized +$1K with -$1.68K unrealized exceeding it (Total -$681 net negative); banked edge too thin to qualify,2026-06-22
B67dd8HT3afpEuvkHD7iEJxiEDYRKpX4iG4R3XFKUvVG,REJECT,+$0,-$0.21,18d,100%,"22 (22>500%, 0>100%)","Custody/holding wallet: $0 realized, $0.22 total volume, 18d holds; >500% counts are dust airdrops, no real trading edge",2026-06-22
HpnVcVKFWhEC2bx9SCvEdMQXHfiyqYgCUmRnccYLmNQX,REJECT,-$2.77,-$14.75,9d,23.52%,"0 (0>500%, 0>100%)","Negative realized; tiny $225 dust wallet, 0 multi-x, 14% win rate, 9d holds = losing micro-trader, no edge",2026-06-22
7X2oVc64cq7SVxUSPw9dndvLm5t2tcAZZA8BBrWBw7ex,REJECT,+$47.36K,-$5.87K,18h,12.5%,"0 (0>500%, 0>100%)","Strong realized +$47K, short 18h holds, small bag - but ZERO multi-x wins (only 8 tokens, large-size scalper); fails multi-x criterion for fresh-mint strategy",2026-06-22
HJdhB1dtGvv8cXfjmqLgX9sjrKUqjdwLauPFUDMCrUKV,REJECT,-$143.27K,-$77.41,1d,80.48%,"0 (0>500%, 0>100%)","Heavily negative realized -$143K despite 1d holds; 0 multi-x, 25% WR = losing trader, no exit edge",2026-06-22
BVvGaM8FvJNQJxGyDofUA6WmUQKRDev3pWQe1FTbHU2t,REJECT,$0,-$65.9K,11d,100%,"0 (0>500%, 0>100%)","Pure accumulator: 10 buys / 0 sells, $0 realized, -$65.9K unrealized bag, never exits = opposite of fast-exit strategy",2026-06-22
Luckywzbt7nYBhmEZLnzqAsQmRE8bMmgyduxsP5kktR,KEEP,+$24.23K,-$0.81,10m,33.79%,"19 (6>500%, 13>100%)","IDEAL: +$24.23K all banked (~$0 unrealized, no bag), 10m holds, 97% instant-sell, 19 multi-x wins, 99.55% WR = fresh-mint fast-exit",2026-06-22
6ReDxKr2ms5TRmPvVkv86q5nfmRHn8iutJ3cjQA23XSJ,REJECT,+$113.23K,-$11.5K,2mo,100%,"2 (1>500%, 1>100%)","Strong realized +$113K, small bag - but 2mo avg hold = wrong style (swing trader, not 15-min fast-exit); only 2 multi-x wins",2026-06-22
7zUBmfH1YCoN96jXN2kiUbp3r9rvRT5wbPh25Q2dTGV9,REJECT,+$29.29K,-$7.04K,2mo,98.03%,"1 (1>500%, 0>100%)","Positive realized +$29K but 2mo avg hold = wrong style (swing trader); only 1 multi-x win, 18% WR",2026-06-22
9krn16wHQNwXGmQGjn46kfoQMrzxiuBKjVwkaYkEnymA,REJECT,+$237.78K,+$53.98K,1d,80%,"0 (0>500%, 0>100%)","Strong realized +$238K, positive unrealized, 1d holds - but ZERO multi-x wins (avg $10K size scalper, not pump-rider); fails multi-x criterion",2026-06-22
AogAZz5VHMCCFfc2oXZ2n6y3Cm9mBQ77M9J9UazfNd4e,REJECT,-$150.02K,-$3.97K,1d,80%,"0 (0>500%, 0>100%)","Heavily negative realized -$150K despite 1d holds; 0 multi-x, 100% tokens are losers = losing trader",2026-06-22
8JCFM7rb4ERnyM23epym2eBJBJokT3WeNDsKjZhzLwiL,REJECT,-$0.02,-$480.5K,12d,0%,"0 (0>500%, 0>100%)","Bag-holder: ~$0 realized, -$480.5K unrealized, bought $5.9M sold $61 (never exits), 12d holds = opposite of fast-exit",2026-06-22
Dihzuv6wVXJBEcRJAFTHzRAxqDKXfT7a9wAePvTVVHHj,REJECT,-$280.37,-$4.22K,16h,89.09%,"76 (5>500%, 71>100%)",Negative realized -$280 (Total -$4.5K) despite 16h holds & 76 multi-x wins; doesn't net positive banked profit = no edge,2026-06-22
9CzqkQT5ew3rYoNVAPnpxoTRTp7r2T8231ecMd1p9HqP,REJECT,+$0,-$0.19,19d,100%,"20 (20>500%, 0>100%)","Custody/holding wallet: $0 realized, $0.19 total volume, 19d holds; >500% are dust airdrops, no trading edge",2026-06-22
Dh7WgZLQvhG11rHG679fDzPvMra2RmRyEmP9hyfuRKQA,REJECT,+$3.13K,+$199.72K,1d,42.85%,"3 (0>500%, 3>100%)",Total +$203K is 98% UNREALIZED paper gain; only +$3.13K actually banked. Currently holding a big winner = not demonstrated exit skill (bot needs banked exits),2026-06-22
Hhac439UvL5CUwxffNQrRh1DjUTPcXYm7c5BD2TkBWVV,REJECT,+$0,+$6.99K,14d,87.5%,"5 (5>500%, 0>100%)","Custody/holding wallet: $0 realized, $0.05 total volume, 14d holds; >500% are dust airdrops, no trading edge",2026-06-22
GuTYupA9NpamVdk38VvxmyYngMFpRcnVpwhv65rEX9V1,KEEP,+$20.93K,-$13.15K,11d,100%,"4 (0>500%, 4>100%)",+$20.93K realized banked exceeds -$13.15K bag (net Total +$7.77K positive); 4 multi-x wins; scales out via many sells; 11d hold marginal but acceptable,2026-06-22
9vQsYHn2dARP5jwsHttUB1Hb5ct5rPQnyi3jDqvJwDmh,KEEP,+$20K,-$7.68K,3d,88.88%,"4 (0>500%, 4>100%)","+$20K realized banked exceeds -$7.68K bag (net +$12.31K); 3d holds, 4 multi-x wins, 89% rug, scales out via 345 sells = fast-exit profile",2026-06-22
9TZQyHYUGCAPVLykSecQdj4Nygj25WLzEw29T6SgaT4P,REJECT,-$14.92K,-$397.17,10d,33.33%,"0 (0>500%, 0>100%)","Negative realized -$14.92K; 0 multi-x wins, 10d holds, large-size loser = no edge",2026-06-22
3w5Ewpdj4xTBqNMfwVPUwtWUuLwZTRagFf6mAy5F244i,REJECT,+$185.3,-$18.42,12h,71%,"5 (2>500%, 3>100%)","Right pattern (12h holds, 5 multi-x, high rug) but only +$185 realized on $4K volume = dust sample too thin to confirm edge",2026-06-22
FePSGRavtQty99PFUty5WnaK6M7eibcEEpZRcrmZ6Xi1,REJECT,-$45.01K,-$5.05K,14d,77.77%,"0 (0>500%, 0>100%)","Negative realized -$45K; 14d holds; 0 multi-x = losing trader, wrong style",2026-06-22
9uPiF4zA3fiz5aNW7SgkugS8w895X3Fk1mAHryNxJ3Ct,REJECT,+$0,-$0.05,5d,100%,"4 (4>500%, 0>100%)","Custody/holding wallet: $0 realized, $0.05 total volume; >500% are dust airdrops, no trading edge",2026-06-22
55kySRakPhgtKvKUcb7zW3C5pFshGvY3LFCQ67gwBh1n,REJECT,+$284.03,-$2.36K,16d,0%,"1 (0>500%, 1>100%)","Only 1 token traded; -$2.36K bag exceeds +$284 realized (Total -$2.07K); 16d hold = thin sample, net loser, wrong style",2026-06-22
6xvfq2CLRuC9fCDc4UzWYDYgtAGtgHeTWAH73kvagcXn,REJECT,+$2.22K,+$320.02K,11d,0%,"1 (1>500%, 0>100%)","Total +$322K is 99% UNREALIZED paper gain on 1 position; only +$2.22K banked; 2-token sample, 11d hold = unbanked holder, not exit skill",2026-06-22
9HzLQ8hGATLdkypz1ziDCpVs5HWxqZJFBHxgUBgTuk8S,REJECT,+$7.79K,-$77.93K,15d,54.75%,"10 (0>500%, 10>100%)",Bag-holder: -$77.93K unrealized dwarfs +$7.79K realized (Total -$70K); 15d holds = wrong style despite 10 multi-x,2026-06-22
Gnggyp4UeSWtmDHJVttirQ7vEsnKKVDLCLdWTq6ptVNi,REJECT,+$0,-$0.03,11d,100%,"4 (4>500%, 0>100%)","Custody/holding wallet: $0 realized, $0.03 total volume; >500% are dust airdrops, no trading edge",2026-06-22
JDYTQsMZiC3Jks8VTBjvMnYAfw2UqFN68TLmL4xj7BFx,REJECT,+$0,-$0.03,12d,100%,"4 (4>500%, 0>100%)","Custody/holding wallet: $0 realized, $0.03 total volume; >500% are dust airdrops, no trading edge",2026-06-22
GRDknmrH8FCkuuAxugzNUmVoyctrgKKyFrMA2YU5LFTk,REJECT,$0,+$2.51M,1mo,0%,"0 (0>500%, 0>100%)","Single-position holder: $0 realized, +$2.51M unrealized paper gain, 4 buys/0 sells (never exits), 1mo hold = no exit skill",2026-06-22
3da4bqNpn1ecCtxSynMe1EGEGoFMafzPa13aaVhFM6Fc,REJECT,-$30.05,-$5.79,8d,100%,"0 (0>500%, 0>100%)","Negative realized; 2-token $45 dust wallet, 0 multi-x = no edge, thin losing sample",2026-06-22
Egqv9PNYQ1boGVUrngr2bL8kKrFrqgds1TK6Qgr2hGks,REJECT,-$1.1K,-$812.04,5mo,62.2%,"7 (0>500%, 7>100%)",Negative realized -$1.1K; 5mo avg hold = totally wrong style (long-term holder); net loser,2026-06-22
BV1dengBUiVNurB8oDDMKic25Pqztha5BkC5PGWinb4i,REJECT,-$14.93,-$977.52K,1mo,99.49%,"0 (0>500%, 0>100%)","Massive bag-holder: ~$0 realized, -$977.52K unrealized, 3K buys/67 sells (barely exits), 1mo holds, 7% WR = accumulator, opposite of fast-exit",2026-06-22
2wBUvf9EAszS4A7JDbbhLTUbxcGjdRLa5WPLeVyx16ny,REJECT,-$3.64K,-$336.45,6d,34.41%,"4 (0>500%, 4>100%)","Negative realized -$3.64K despite 6d holds; 11% WR, 38% of tokens down >50% = losing churner, no banked edge",2026-06-22
ATUuh9eZWBx359k5DEZtQkTJMQgY3KHVZpXnNLcjiqZu,REJECT,+$0,-$0.06,6d,100%,"3 (3>500%, 0>100%)","Custody/holding wallet: $0 realized, $0.06 total volume; >500% are dust airdrops, no trading edge",2026-06-22
gtagyESa99t49VmUqnnfsuowYnigSNKuYXdXWyXWNdd,KEEP,+$4.63M,-$26.67K,18h,68.52%,"~5280 (2.5K>500%, 2.78K>100%)","ELITE: +$4.63M realized all banked (tiny -$27K unrealized), 18h holds, 88% instant-sell, ~5280 multi-x wins, 97.69% WR = high-freq fresh-mint sniper, ideal",2026-06-22
2Tc4PizSNQG4rWfQ65ySMx2VaDoVJHfKyvxJvH9VvTET,REJECT,+$4.25K,-$5.27K,6d,66.66%,"1 (0>500%, 1>100%)","-$5.27K unrealized bag exceeds +$4.25K realized (Total -$1.01K net negative); only 3 tokens, 1 multi-x = thin bag-holder",2026-06-22
6rFWL8iHnRd7qXDbwDNyLh328QPP1WCm9QE5r1SfjY19,REJECT,+$426.52K,+$187.74K,2mo,61.29%,"17 (3>500%, 14>100%)","Strong realized +$427K, positive unrealized, 17 multi-x - but 2mo avg hold = wrong style (large-size swing trader, not 15-min fast-exit)",2026-06-22
GprHPtrDfCNsJJki587MAHgq8Rr4MQVrcez8qG5TD7rP,REJECT,+$414.41,-$0,11d,100%,"0 (0>500%, 0>100%)","Single token, 1 round-trip ($644K in/out for +$414), 11d hold, 0 multi-x = thin one-off sample, no demonstrable edge",2026-06-22
5Brheo4Za1khfmNhQm54ULSJMn8Lfy9jYV79uW9zy9gf,REJECT,+$0,+$64.94K,10d,66.66%,"3 (3>500%, 0>100%)","Custody/holding wallet: $0 realized, $0.01 total volume; >500% are dust airdrops, no trading edge",2026-06-22
2s6ATXgkU94ErAyGqE1gxZJm7kV6Miz6XNVYT4gk7YTs,REJECT,+$0.05,-$3.3K,1y,0%,"0 (0>500%, 0>100%)","~$0 realized, -$3.3K unrealized bag, 4 tokens, 1yr avg hold = dormant bag-holder, totally wrong style",2026-06-22
FdSCAZV3mWtJtQTSj8b1GRz8PZo2KBR5Wba4wLmsuQN1,KEEP,+$8.51K,+$98.99K,2d,42.85%,"3 (3>500%, 0>100%)","+$8.51K realized banked, unrealized POSITIVE (no bag), 2d holds, 3 multi-x wins, 78% WR, 43% instant-sell = fast-exit profile with winning open positions",2026-06-22
3eLn5x88LVtAqvpkjsLxrXwCS7yZDXLaxBReNd5QEbyi,REJECT,+$3.62K,-$3.58K,5d,0%,"1 (0>500%, 1>100%)","Single token; -$3.58K unrealized nearly cancels +$3.62K realized (Total +$37); 1 trade sample = too thin, no edge",2026-06-22
4rGhZ4NsmKWCdP6apioNiJAogNSVw5pgf6FY7FbEuMQW,REJECT,-$489.42K,+$175.35K,2mo,55.25%,"62 (11>500%, 51>100%)","Heavily negative realized -$489K (banked losses); 2mo holds, 19% WR = losing swing trader despite multi-x; paper unrealized doesn't offset banked losses",2026-06-22
2SFrYKAF1UtA4FZ262VVkMC3vMtP97N2TH7CzNhggyXS,REJECT,-$100.91K,-$653.22K,6mo,0%,"0 (0>500%, 0>100%)","Negative realized -$101K; -$653K unrealized bag (Total -$754K); 6mo holds, 0 multi-x = large bag-holder whale, wrong style",2026-06-22
ARu4n5mFdZogZAravu7CcizaojWnS6oqka37gdLT5SZn,REJECT,-$13.16M,-$26.43M,2mo,90.29%,"~2415 (455>500%, 1.96K>100%)","Massively negative realized -$13.16M; -$26.43M bag (Total -$39.6M); 2mo holds, 9% WR, 2.4M txns = giant losing MM/whale bot",2026-06-22
GSfrS21bWDfqLmYSWCGP7g5Ma2wNrmuWwSGccPtbticD,REJECT,+$0,+$22.74K,8d,75%,0 (>100%),"Custody/holding wallet: $760M value but $0.02 volume, $0 realized, gains all unrealized dust airdrops",2026-06-22
AgafYfEWs7gmBpTscnw2TvnqAbcQfZLLcpmhgsd1V913,REJECT,+$0,-$0,6d,100%,0 (>100%),"Inactive/custody: single token, $0 volume, $0 realized",2026-06-22
FX3Lpdwc9UpCd4mYsnZn1etm6G4hXWFjaFxzy5M589ff,REJECT,+$515.96K,-$69.67K,2mo,0%,0 (>100%),"Long-hold swing trader (2mo avg), 0 multi-x wins, wrong style despite strong realized",2026-06-22
5McKNg3ZBPwE3MZR2JGiBZC4Kf9Xx3wwfNAXc7HQ3xJs,REJECT,$0,-$23.86K,11d,50%,0 (>100%),"$0 realized, holding -$23.86K unrealized loss, only 2 tokens",2026-06-22
H9qU5S6SxCngZcqJoWBPXxtguJbPs6m15hietdVt3NB,REJECT,$0,+$41.82K,17d,0%,0 (>100%),"Accumulator/never-sell: $0 realized, single unrealized position, sold $0",2026-06-22
Eex8mgvu2QoH7wVYUjdmwoWJbz3hQoeACinQr37NeHWR,REJECT,-$17.97K,-$97.02K,2mo,4.54%,0 (>100%),"Negative realized + bag-holder (-$97K unrealized) + 2mo holds, 6.66% WR",2026-06-22
b619EzHShebQRX7oouwUD5fUo72ai8GgcMLAHkcqfG2,KEEP,+$70.66K,-$2.91K,3h,23.62%,"26 (8 >500%, 18 >100%)","HF fresh-mint sniper: +$70.66K banked, tiny unrealized, 3h holds, 26 multi-x, 79.82% WR, 81.78% instant-sell",2026-06-22
7wYyFLN63nCZPCqahQXuEcoWfoh3BZ4LxcMrKb6sYT4b,REJECT,-$69.49,-$189.89,16d,0%,0 (>100%),"Negative realized, tiny dust wallet, 1 token, 16d hold",2026-06-22
4N3ojPE9uceAM2ScSuqKz8Jd9jQqia8dEP6iqmW3hDBV,REJECT,+$0,-$0.16,17d,100%,0 (>100%),"Custody/holding: $701K value but $0.16 volume, $0 realized, sold $0, dust airdrops",2026-06-22
2LS3GfxzvvVKHMq11hoq3468dKW1QyQyGZTCRB2To614,REJECT,+$47.29K,-$269.94K,12d,100%,10 (>100%),"Bag-holder: -$270K unrealized loss dwarfs +$47K realized gain, 12d holds",2026-06-22
5y52LN8mGXwUmcRGkeqH61jodbNuxkaQgRn1w5Am9nnL,REJECT,+$47.92K,-$4.64M,1mo,0%,0 (>100%),"Massive bag-holder: -$4.64M unrealized loss vs +$47.92K realized, 1mo holds",2026-06-22
